experiment_order,experiment_folder,experiment_name,task_id,difficulty,test_examples,correct_test_examples,example_accuracy,task_correct,specificity_score,specificity_per_100_words,color_terms,spatial_terms,action_terms,object_terms,condition_terms,word_count,sentence_count,avg_sentence_length,hypothesis
0,2_hypo_program,Hypothesis + Program,bc1d5164,Medium,1,0,0.0,False,30,27.77777777777778,10,6,2,10,2,108,4,27.0,"Describing the input grid: The input is a 5x7 grid containing a 3x3 pattern embedded in the left and right sides, with two empty rows in the middle.
Describing the size of the output grid: The output is a 3x3 grid.
Describing how to transform the grid: Extract the 3x3 region formed by the first, second, and last columns and by the first, second, and last rows. Fill each output cell with the color found at the matching position in this extracted pattern, using the nonzero cell if one of the paired positions is colored and the other is black."
0,2_hypo_program,Hypothesis + Program,c0f76784,Easy,1,1,1.0,True,25,25.252525252525253,12,1,2,6,4,99,4,24.75,"Describing the input grid: The input contains one or more hollow 5-colored rectangles, each acting as a container around an empty interior.
Describing the size of the output grid: The output grid keeps the same dimensions as the input grid.
Describing how to transform the grid: Detect each hollow rectangle and fill its interior with a color chosen by the rectangle’s interior size: interiors of size 1 are colored fuchsia (6), interiors of size 2x2 are colored orange (7), and interiors of size 3x3 are colored teal (8). The border cells remain 5."
0,2_hypo_program,Hypothesis + Program,c1d99e64,Easy,1,0,0.0,False,30,26.785714285714285,1,8,4,12,5,112,6,18.666666666666668,"Describing the input grid: The input is split into two halves by a full horizontal background row. Each half is a pattern of one foreground color plus background.
Describing the size of the output grid: The output has the same dimensions as the input.
Describing how to transform the grid: Copy the top half’s foreground/background pattern onto the bottom half by comparing cells position-by-position. In the output, mark the separator row with the foreground color, and in the top half change any cell that does not match the corresponding cell in the bottom half to color 3. Keep all matching cells unchanged and keep the entire bottom half unchanged."
0,2_hypo_program,Hypothesis + Program,c8f0f002,Easy,1,1,1.0,True,21,33.87096774193548,6,0,2,8,5,62,3,20.666666666666668,"Describing the input grid: The grid contains only the colors 1, 7, and 8, with 7 appearing as the color to be modified.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Replace every cell whose value is 7 with 5, and leave every other cell unchanged."
0,2_hypo_program,Hypothesis + Program,c909285e,Easy,1,0,0.0,False,24,22.22222222222222,10,2,2,10,0,108,4,27.0,"Describing the input grid: The input is a tiled mosaic made of repeated 5x5 pattern blocks separated by full rows/columns of a special separator color.
Describing the size of the output grid: The output is a single 7x7 grid.
Describing how to transform the grid: Find the 5x5 repeating block pattern in the input, then extract the 5x5 “summary” of which block-types occur in the mosaic and convert it into a 7x7 frame by surrounding the extracted interior with the separator color. The interior cells are colored by the dominant non-separator color of the corresponding block position."
0,2_hypo_program,Hypothesis + Program,c9f8e694,Easy,1,1,1.0,True,25,30.48780487804878,4,5,1,10,5,82,3,27.333333333333332,"Describing the input grid: The input contains a set of vertical stripes or blocks where each colored cell type is paired with background cells and often overlaid on color 5 regions.
Describing the size of the output grid: The output has the same dimensions as the input grid.
Describing how to transform the grid: For each row, identify the leftmost non-5 nonzero color present in that row and repaint all nonzero cells in that row with that color, leaving zeros unchanged."
0,2_hypo_program,Hypothesis + Program,ce22a75a,Easy,1,1,1.0,True,32,37.2093023255814,12,6,1,11,2,86,4,21.5,"Describing the input grid: The input is a 9x9 grid containing several isolated grey cells placed in some rows and columns.
Describing the size of the output grid: The output grid is also 9x9.
Describing how to transform the grid: Replace each grey cell with a 3x3 block of blue cells whose top-left corner is aligned to the grey cell’s position rounded down to the nearest multiple of 3 in both row and column. All other cells remain black."
0,2_hypo_program,Hypothesis + Program,d037b0a7,Easy,1,0,0.0,False,22,19.642857142857142,1,4,2,11,4,112,3,37.333333333333336,"Describing the input grid: The input is a square grid with a few colored anchor cells placed at different positions.
Describing the size of the output grid: The output grid is the same size as the input grid.
Describing how to transform the grid: Treat each nonzero cell as a seed and replace every cell whose row index is greater than or equal to the seed's row and whose column index is greater than or equal to the seed's column with that seed's color, using the color from the seed that is closest in Manhattan distance to the cell; this yields a bottom-right dominance map of the original seeds."
0,2_hypo_program,Hypothesis + Program,d07ae81c,Easy,1,0,0.0,False,30,28.037383177570092,2,3,4,14,7,107,5,21.4,"Describing the input grid: The input contains one or more equal-sized square blocks separated by a full row of a constant delimiter color.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Split the grid into the square blocks above and below the delimiter row. Compare corresponding cells in the two blocks: if the two cells are the same color, keep the cell’s original color in the output; if they are different, replace that cell with green (3). Keep the delimiter row unchanged if it is present in the output region."
0,2_hypo_program,Hypothesis + Program,d22278a0,Medium,1,0,0.0,False,22,16.923076923076923,1,6,3,10,2,130,5,26.0,"Describing the input grid: The input is a sparse grid with one colored seed cell near the top-left and one colored seed cell near the bottom-left, separated by empty space.
Describing the size of the output grid: The output grid is the same size as the input grid.
Describing how to transform the grid: Expand each seed into a color-specific diagonal stripe pattern across the grid by repeatedly placing the seed color at positions whose column parity matches the row distance from that seed. The upper seed expands downward and rightward to form a repeated wedge of that color, and the lower seed expands upward and rightward to form a repeated wedge of the second color. Where a row is not reached by a seed’s wedge, it stays black."
0,2_hypo_program,Hypothesis + Program,d43fd935,Easy,1,0,0.0,False,23,21.69811320754717,1,2,1,14,5,106,5,21.2,"Describing the input grid: The grid contains several colors, but one color is repeated as multiple separated instances while another color forms a small anchor shape.
Describing the size of the output grid: The output grid has the same shape as the input grid.
Describing how to transform the grid: Choose the color that appears in the most cells as the template color. Then draw that color along the row and column lines connecting every occurrence of that color, but only where the path intersects cells that are either black or already part of the same template color. Other colors act as obstacles and are preserved."
0,2_hypo_program,Hypothesis + Program,d8c310e9,Easy,1,0,0.0,False,31,34.44444444444444,5,11,2,12,1,90,3,30.0,"Describing the input grid: The input contains a 5-row grid where the top 3 rows are empty, and the bottom 2 rows contain a repeated motif made of colored cells and black cells.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: Copy the existing pattern in the bottom 2 rows horizontally to the right until the pattern fills the entire row width, repeating the motif exactly as it appears from left to right."
0,2_hypo_program,Hypothesis + Program,dae9d2b5,Easy,2,0,0.0,False,30,29.7029702970297,13,4,0,11,2,101,4,25.25,"Describing the input grid: The input is a 3x6 grid containing two 3x3 binary masks, one on the left and one on the right, separated only by different colors.
Describing the size of the output grid: The output grid is 3x3.
Describing how to transform the grid: Split the grid into left and right 3x3 blocks. Compute the exclusive-or of the two blocks cell by cell: output 6 where the cells differ in emptiness (one is 0 and the other is nonzero), and output 0 where they match (both zero or both nonzero)."
0,2_hypo_program,Hypothesis + Program,ddf7fa4f,Easy,1,1,1.0,True,50,35.714285714285715,8,16,1,20,5,140,3,46.666666666666664,"Describing the input grid: The input contains a 10x10 canvas with a few single colored marker cells in the top row, a blank separator row, and then several 2x2 or 3x4 rectangular blocks made of one repeated nonzero color.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each connected nonzero rectangular block below the separator, replace every cell of that block with the color of the nearest marker cell in the top row when measured by column alignment: blocks in the left half take the left marker color, blocks in the middle take the middle marker color, and blocks in the right half take the right marker color; the top marker row and separator row remain unchanged."
0,2_hypo_program,Hypothesis + Program,e21d9049,Medium,1,0,0.0,False,16,20.77922077922078,2,0,3,8,3,77,4,19.25,"Describing the input grid: The input contains one sparse pattern of colored cells embedded in black space.
Describing the size of the output grid: The output has the same dimensions as the input.
Describing how to transform the grid: Identify the smallest rectangle that contains all nonzero cells, then tile that rectangle periodically over the whole grid in both directions. When tiles overlap, later placements overwrite earlier ones, producing a full-grid repetition of the original local pattern."
0,2_hypo_program,Hypothesis + Program,e3497940,Expert,1,0,0.0,False,36,39.56043956043956,14,5,2,11,4,91,4,22.75,"Describing the input grid: The input is a 10x9 grid split into two 4x4 colored patterns by a vertical separator column of 5s.
Describing the size of the output grid: The output is a 10x4 grid.
Describing how to transform the grid: Keep only the left 4 columns of the input. Replace every nonzero cell in that 4x4 block with the color of the nonzero cell in the corresponding position of the right 4x4 block, while leaving zero cells unchanged."
0,2_hypo_program,Hypothesis + Program,e6721834,Easy,1,0,0.0,False,22,15.172413793103448,0,3,2,13,4,145,6,24.166666666666668,"Describing the input grid: The input contains two or more separated rectangular panels of colored cells, with a solid separator row of a different color between them and a large background color filling the unused space.
Describing the size of the output grid: The output grid is the size of one panel, i.e. the bounding rectangle of the non-background pattern in a single panel.
Describing how to transform the grid: Extract each colored panel from the input, ignore the separator row and background, and place the panels into the output by merging them cell-by-cell: keep the panel color where a panel has a non-background value, and use the background color where all panels have background. If multiple panels overlap at a cell, the non-background value from the corresponding panel is preserved in its own region, producing a composite of the visible panel fragments."
0,2_hypo_program,Hypothesis + Program,e73095fd,Easy,1,0,0.0,False,23,23.711340206185564,6,0,2,10,5,97,3,32.333333333333336,"Describing the input grid: The input is divided into two or more subgrids by full lines of 5s, and each subgrid is a binary pattern made of 0s and 5s.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Compare each subgrid to the subgrid directly opposite it across the separator line; any cell that is 0 in one subgrid and 5 in the opposite subgrid is recolored to 4 in the output, while cells that match remain unchanged."
0,2_hypo_program,Hypothesis + Program,e8593010,Easy,1,1,1.0,True,34,32.38095238095238,19,0,2,12,1,105,4,26.25,"Describing the input grid: The input consists of a 10x10 background of 5s with 0s marking a set of local patterns that need to be classified.
Describing the size of the output grid: The output grid stays 10x10.
Describing how to transform the grid: First identify each maximal connected component of 0s. Then color the component by its bounding-box dimensions: components with bounding box 2x2 become 1, components with bounding box 1x2 or 2x1 become 2, and components with bounding box 1x1 become 3; keep the 5s as background."
0,2_hypo_program,Hypothesis + Program,e98196ab,Easy,1,1,1.0,True,34,32.69230769230769,8,8,2,12,4,104,5,20.8,"Describing the input grid: The input contains two 5x11 patterns separated by a row of 5s. The top pattern and bottom pattern are complementary masks over the same 5x11 area.
Describing the size of the output grid: The output grid has size 5x11.
Describing how to transform the grid: Overlay the bottom pattern onto the top pattern by shifting the bottom pattern upward by 5 rows and combining them cellwise. In the combined result, preserve all colored cells from both halves, but when a cell is colored in both halves, keep the color from the lower half."
0,2_hypo_program,Hypothesis + Program,ec883f72,Easy,1,0,0.0,False,28,22.04724409448819,0,6,2,13,7,127,4,31.75,"Describing the input grid: The input contains one or more colored figures separated by a solid horizontal divider line in a different color, with empty background elsewhere.
Describing the size of the output grid: The output has the same dimensions as the input grid.
Describing how to transform the grid: Keep all cells above the divider unchanged. For the empty cells below the divider, trace the silhouette of the top figure by taking the top figure’s non-background cells and projecting their positions into the lower empty region, using the same relative coordinates but mirrored vertically with respect to the divider’s bounding area; fill those projected cells with the color of the top figure’s outline/object, leaving all existing non-background cells below the divider unchanged."
0,2_hypo_program,Hypothesis + Program,ed36ccf7,Medium,1,1,1.0,True,15,27.77777777777778,5,0,1,8,1,54,3,18.0,"Describing the input grid: The input is a 3x3 grid containing one background color and one foreground color.
Describing the size of the output grid: The output grid has the same 3x3 size as the input grid.
Describing how to transform the grid: Rotate the entire grid 90 degrees counterclockwise."
0,2_hypo_program,Hypothesis + Program,f15e1fac,Medium,1,0,0.0,False,25,27.472527472527474,4,2,1,15,3,91,3,30.333333333333332,"Describing the input grid: The input contains a few anchor cells of one color and a few fixed obstacle/marker cells of another color.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Use the anchor cells to infer a 4-cell-wide periodic lattice: copy the anchor arrangement into every 4-row by 4-column block of the grid, but only into locations that are empty in the input; do not overwrite any existing nonzero cells."
0,2_hypo_program,Hypothesis + Program,f25fbde4,Medium,1,1,1.0,True,24,26.96629213483146,10,2,2,8,2,89,4,22.25,"Describing the input grid: The input contains a single polyomino of 4s on a 9x9 black background.
Describing the size of the output grid: The output size is determined by the span of the object after applying a fixed 2x2 replication.
Describing how to transform the grid: Replace each 4-cell in the input with a 2x2 block of 4s, preserving the input's relative arrangement. Then crop away all-black rows and columns from the result to produce the output grid."
0,2_hypo_program,Hypothesis + Program,f25ffba3,Easy,1,0,0.0,False,18,24.0,0,9,2,4,3,75,3,25.0,"Describing the input grid: The input contains a blank upper half and a filled lower half, separated implicitly by the midpoint of the grid height.
Describing the size of the output grid: The output has the same dimensions as the input.
Describing how to transform the grid: Reflect the lower half vertically into the upper half, so the top half becomes a vertical mirror copy of the bottom half while the bottom half stays unchanged."
0,2_hypo_program,Hypothesis + Program,f5b8619d,Easy,1,0,0.0,False,21,26.923076923076923,6,2,2,7,4,78,3,26.0,"Describing the input grid: The input is a small grid containing some nonzero colored cells and many zeros.
Describing the size of the output grid: The output grid has twice the number of rows and twice the number of columns as the input.
Describing how to transform the grid: Build the output by tiling the input into a 2x2 arrangement, but replace every 0 in the repeated copies with 8 while keeping all nonzero cells unchanged."
0,2_hypo_program,Hypothesis + Program,f76d97a5,Easy,1,0,0.0,False,16,18.6046511627907,1,1,2,9,3,86,3,28.666666666666668,"Describing the input grid: The input is an \(N \times N\) grid containing two non-background colors, one of which appears in a repeating diagonal/positional pattern and the other acts as filler.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Replace every cell that is not equal to the most frequent non-background color with 0, and recolor every cell equal to that most frequent color using the other non-background color."
0,2_hypo_program,Hypothesis + Program,f8b3ba0a,Easy,1,1,1.0,True,20,21.73913043478261,7,4,1,7,1,92,4,23.0,"Describing the input grid: The input is a grid made of repeated 2x2 colored blocks separated by rows and columns of zeros.
Describing the size of the output grid: The output is a 3x1 grid.
Describing how to transform the grid: For each non-zero color, count the total number of times it appears in the 2x2 blocks. Then take the three colors with the smallest positive counts, ordered from most frequent to least frequent among those three, and write them top to bottom in the output."
0,2_hypo_program,Hypothesis + Program,fafffa47,Hard,1,0,0.0,False,35,26.31578947368421,12,10,2,8,3,133,4,33.25,"Describing the input grid: The input consists of two 3x3 binary masks stacked vertically with a separator row: the upper mask is encoded by 9s and the lower mask is encoded by 1s.
Describing the size of the output grid: The output is a single 3x3 grid.
Describing how to transform the grid: First convert both masks to boolean grids, then compute their logical difference in both directions and combine it: mark 2 in any cell where the top mask and bottom mask disagree, but only if the top mask has 9 in that cell and the bottom has 0, or the bottom has 1 and the top has 0; otherwise mark 0. This is equivalent to highlighting cells occupied in exactly one of the two masks."
0,2_hypo_program,Hypothesis + Program,fcc82909,Medium,1,0,0.0,False,36,37.89473684210527,11,0,3,13,9,95,4,23.75,"Describing the input grid: The input contains a 10x10 grid with several 2x2 colored blocks placed in different regions, separated by empty space.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: Find each 2x2 block of nonzero cells in the input. If the block is made of four cells that are all the same color, leave it unchanged; otherwise replace that entire 2x2 block with green (3) in the same location."
0,2_hypo_program,Hypothesis + Program,ff805c23,Hard,1,0,0.0,False,22,24.719101123595504,5,7,1,6,3,89,3,29.666666666666668,"Describing the input grid: The input has three 5x5 panels stacked vertically, with the top and bottom panels being mirror-related versions of a pattern and the middle panel acting as a filler color source.
Describing the size of the output grid: The output is always a 5x5 grid.
Describing how to transform the grid: For each cell position, if the top and bottom panels differ, copy the middle panel's color into the output at that position; if they match, put black in the output."
1,3_hint_hypo_program,Hint + Hypothesis + Program,025d127b,Easy,1,0,0.0,False,31,27.43362831858407,1,9,6,11,4,113,3,37.666666666666664,"Describing the input grid: The input contains two similar 1-cell-thick diagonal/zigzag line shapes of different colors, one in the upper part and one in the lower part, separated by empty space.
Describing the size of the output grid: The output keeps the same overall grid size, but only the upper shape is redrawn in place while the lower area becomes empty.
Describing how to transform the grid: Keep the shape that is positioned higher in the grid fixed, and shift its leftmost/topmost occupied part one step left whenever that move is possible without changing the shape’s connectivity; do not move the lower shape, and erase it from the output."
1,3_hint_hypo_program,Hint + Hypothesis + Program,0a938d79,Easy,1,0,0.0,False,24,20.51282051282051,0,6,1,11,6,117,4,29.25,"Describing the input grid: The input contains one or more isolated colored cells on a blank grid, with a prominent divider row that marks the board into regions.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: For each colored cell, fill the entire row at that cell’s row index with the same color, but only at columns that are congruent to the seed’s column modulo a spacing derived from the board width and the seed position. If multiple seeds exist, their generated horizontal stripes are all drawn into the output, producing alternating repeated color bands separated by blank cells."
1,3_hint_hypo_program,Hint + Hypothesis + Program,0b148d64,Easy,1,0,0.0,False,25,26.595744680851062,6,0,10,5,4,94,3,31.333333333333332,"Describing the input grid: The input consists of repeated pattern tiles separated by blank bands of 0s; one tile is the “answer” tile because it uses a different palette color than the other tiles.
Describing the size of the output grid: The output is exactly the size of that special tile.
Describing how to transform the grid: Locate the tile whose nonzero cells all share the unique nonzero color in the input, then crop that tile and replace all of its nonzero values with 3, preserving the arrangement of 0s and nonzeros."
1,3_hint_hypo_program,Hint + Hypothesis + Program,0d3d703e,Easy,1,0,0.0,False,36,39.56043956043956,17,4,2,7,6,91,4,22.75,"Describing the input grid: The input is a rectangular grid of single-digit colors, and every row is identical to every other row.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: Replace each nonzero color c by a new color obtained from a fixed color permutation: 1→4, 2→6, 3→4, 4→3, 5→1, 6→2, 8→9, 9→8, and keep the row/column structure unchanged. Apply this mapping independently to every cell."
1,3_hint_hypo_program,Hint + Hypothesis + Program,0dfd9992,Medium,1,1,1.0,True,22,23.91304347826087,3,2,3,11,3,92,4,23.0,"Describing the input grid: The input is a large rectangular carpet made of a repeating tiled motif, with some cells replaced by 0 as missing holes.
Describing the size of the output grid: The output keeps the same overall grid size as the input.
Describing how to transform the grid: Recover the carpet by extending the repeating tile pattern across the entire grid. Determine the smallest repeating block from the nonzero regions, then fill every 0 cell with the value that would appear there by continuing the same horizontal and vertical repetition."
1,3_hint_hypo_program,Hint + Hypothesis + Program,150deff5,Easy,1,0,0.0,False,37,35.57692307692308,8,2,5,19,3,104,5,20.8,"Describing the input grid: The input contains a single pattern of color 5 that is composed of two interlocking block regions separated by empty space.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: Find the maximal horizontal and vertical stretches of color-5 cells that form the visible blocks. Recolor the cells in the upper-left / larger block region with teal (8), and recolor the cells in the remaining block region with red (2). Preserve the exact geometry of the original 5-cells and keep all background cells black."
1,3_hint_hypo_program,Hint + Hypothesis + Program,178fcbfb,Easy,1,0,0.0,False,23,21.49532710280374,1,4,2,11,5,107,4,26.75,"Describing the input grid: The input contains a sparse grid with a few colored “seed” cells, and the same colors may appear in multiple rows and columns.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: For each nonzero cell in the input, extend its color across the entire row and the entire column that pass through that cell, but only through cells that are still empty. If multiple extensions intersect, keep the color of the cell that is encountered first by a consistent priority order based on the original seed positions."
1,3_hint_hypo_program,Hint + Hypothesis + Program,1c786137,Easy,1,0,0.0,False,32,22.535211267605636,2,9,5,12,4,142,5,28.4,"Describing the input grid: The input contains one or more same-colored rectangular frames or bars, with one color acting as a separator and the remaining regions containing mixed colors and background.
Describing the size of the output grid: The output is formed by taking the interior regions between the rectangular separators, so its size is the height of the area between the separators and the width of the area between the separators.
Describing how to transform the grid: Find the unique solid rectangle/bar color that spans an entire row or column and use it as a divider. Remove that divider row/column and extract the rectangular region(s) adjacent to it that contain the non-divider pattern. Keep only the cells that are non-background inside those regions, and map every non-background cell to green in the output while preserving background as black."
1,3_hint_hypo_program,Hint + Hypothesis + Program,1f0c79e5,Expert,1,0,0.0,False,23,21.49532710280374,5,2,0,14,2,107,4,26.75,"Describing the input grid: The input contains a 2x2 block where one cell is red and the other cell(s) are a target color, embedded in an empty square grid.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: Use the red cell as an orientation marker: the target color is copied outward along the diagonal opposite the red cell, creating a staircase-like triangular expansion. Each next diagonal step adds one more cell of the target color, producing a growing triangular wedge that continues until it touches the grid boundary."
1,3_hint_hypo_program,Hint + Hypothesis + Program,1f85a75f,Easy,1,0,0.0,False,37,33.035714285714285,16,2,2,16,1,112,4,28.0,"Describing the input grid: The input is a 30x30 grid containing two sparse 4x4 color-occupancy patterns made from one active color and background 0, separated by a horizontal row of 4s.
Describing the size of the output grid: The output grid is 4x4.
Describing how to transform the grid: Identify the 4x4 region whose nonzero cells form the more compact clustered object, meaning the active color cells are connected and occupy the same relative positions as the output. Copy that region’s nonzero pattern into a 4x4 output grid, replacing its active color with 3 and leaving background cells as 0."
1,3_hint_hypo_program,Hint + Hypothesis + Program,1f876c06,Easy,1,1,1.0,True,19,21.34831460674157,1,1,3,11,3,89,3,29.666666666666668,"Describing the input grid: The input contains pairs of same-colored cells positioned so that their relative arrangement suggests a line to be completed.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each color, find the two extreme cells of that color and draw the straight 8-directional connection between them using that color, then preserve any existing colored cells; the result is the union of the original cells and the connecting line."
1,3_hint_hypo_program,Hint + Hypothesis + Program,22168020,Medium,1,1,1.0,True,29,25.663716814159294,2,10,1,8,8,113,3,37.666666666666664,"Describing the input grid: The input contains two 4x4 cups of the same color, one in the upper half and one in the lower half, with the same shape mirrored vertically around the separating blank row.
Describing the size of the output grid: The output has the same size as the input grid.
Describing how to transform the grid: For each cup independently, identify the highest row containing colored cells and then “pour water” downward by copying the colored cells of each row to all cells between the leftmost and rightmost colored positions on that row, creating a filled-in version of the cup while keeping the cup’s outer footprint unchanged."
1,3_hint_hypo_program,Hint + Hypothesis + Program,22eb0ac0,Easy,1,1,1.0,True,29,33.33333333333333,4,4,3,10,8,87,4,21.75,"Describing the input grid: The input is a 10x10 grid containing four colored endpoint cells arranged as two pairs, with the rest mostly black.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: Find the two nonzero cells in each row that form a pair. If the two cells have the same color, fill every cell between them in that row with the same color; otherwise leave the row unchanged."
1,3_hint_hypo_program,Hint + Hypothesis + Program,239be575,Medium,2,1,0.5,False,20,28.57142857142857,4,0,3,9,4,70,4,17.5,"Describing the input grid: The input is a rectangular grid made of black cells and two colored cell types.
Describing the size of the output grid: The output is always a 1x1 grid.
Describing how to transform the grid: Count all cells of each color in the input. Output the color that has the larger total cell count; if the two colors have the same count, output black."
1,3_hint_hypo_program,Hint + Hypothesis + Program,253bf280,Easy,1,1,1.0,True,41,38.67924528301887,14,12,3,6,6,106,5,21.2,"Describing the input grid: The input contains teal 8s arranged in pairs or singletons across rows.
Describing the size of the output grid: The output has the same size as the input grid.
Describing how to transform the grid: Find the topmost row and bottommost row that contain teal 8s. In each such row, if there are two teal 8s, fill the cells between them with green. If there is only one teal 8 in a row, extend a vertical green line downward from that 8 to the next row containing a teal 8 in the same column, stopping before the lower 8."
1,3_hint_hypo_program,Hint + Hypothesis + Program,25d8a9c8,Medium,1,1,1.0,True,24,31.57894736842105,8,6,0,5,5,76,3,25.333333333333332,"Describing the input grid: The input is a 3x3 grid with three horizontal bands, and each band should be tested for whether it is uniform.
Describing the size of the output grid: The output is a 3x3 grid.
Describing how to transform the grid: For each row, if the row contains at least two different colors, turn that row black (0); if the row is completely uniform, turn that row gray (5)."
1,3_hint_hypo_program,Hint + Hypothesis + Program,25ff71a9,Easy,2,2,1.0,True,20,25.0,1,3,2,12,2,80,3,26.666666666666668,"Describing the input grid: The input is a small grid containing one connected non-black pattern made of a single color, positioned somewhere in the grid.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Move the entire colored pattern down by exactly one row, keeping its shape, color, and column positions unchanged; cells that move outside the grid disappear and their old locations become black."
1,3_hint_hypo_program,Hint + Hypothesis + Program,28e73c20,Easy,1,0,0.0,False,17,17.894736842105264,3,2,1,8,3,95,4,23.75,"Describing the input grid: The input is an empty square grid of 0s.
Describing the size of the output grid: The output has the same size as the input.
Describing how to transform the grid: Fill the grid with 3s according to an inward spiral that alternates between drawing the outer perimeter and then every second cell on the next inner turns, starting from the top-left corner and proceeding clockwise. The spiral stops when it reaches the central area, leaving a 0-valued cavity whose size and shape depend on the grid dimensions."
1,3_hint_hypo_program,Hint + Hypothesis + Program,2c608aff,Medium,1,0,0.0,False,35,29.166666666666668,0,6,1,20,8,120,4,30.0,"Describing the input grid: The input is a large grid with a uniform background color, plus several small monochrome “marker” cells and one or more larger solid rectangular blocks of a different color.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each large rectangular block, look at the row and column positions of the isolated marker cells of the same color as that block. Fill the entire row segments and column segments of the block so that every cell lying in the same row or column as a marker and intersecting the block becomes the block’s color, leaving all other cells unchanged."
1,3_hint_hypo_program,Hint + Hypothesis + Program,3428a4f5,Hard,2,2,1.0,True,37,30.833333333333336,11,7,2,13,4,120,5,24.0,"Describing the input grid: The input contains two 5x5 patterns separated by a horizontal divider row of 4s, and both patterns use the same foreground color.
Describing the size of the output grid: The output grid is 6x5.
Describing how to transform the grid: Compare the top and bottom 5x5 patterns cell by cell. Mark a cell green if exactly one of the two patterns has the foreground color there, and black if both have the same value. The output is the 6x5 cellwise difference grid formed by this comparison, using the first five rows from the comparison and a sixth row from the remaining unmatched part of the lower pattern."
1,3_hint_hypo_program,Hint + Hypothesis + Program,39e1d7f9,Easy,1,0,0.0,False,28,23.52941176470588,0,1,2,20,5,119,5,23.8,"Describing the input grid: The input is a large grid divided into equal square cells by a full-line separator color. Each cell contains either background or a colored “petal” pattern, and some cells are more complete than others.
Describing the size of the output grid: The output has the same dimensions as the input grid.
Describing how to transform the grid: Identify the cell pattern that is the most complete among all repeated cells (the one with the fewest missing colored pixels, using the non-background color inside the cells). Then copy that complete cell pattern into every other cell, preserving the separator lines and background layout, so the whole grid becomes a repetition of the most complete flower petal."
1,3_hint_hypo_program,Hint + Hypothesis + Program,3ac3eb23,Easy,1,1,1.0,True,27,27.0,3,9,1,12,2,100,3,33.333333333333336,"Describing the input grid: The input is a grid with a single top-row pattern of colored cells and empty space below.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Generate the output by vertically repeating a 2-row motif derived from the first row: row 0 is the input’s first row, row 1 is the first row shifted one cell left with wraparound disabled and each original colored cell duplicated diagonally down-left; then repeat these two rows downward until the grid is filled."
1,3_hint_hypo_program,Hint + Hypothesis + Program,3bd67248,Medium,1,1,1.0,True,29,32.22222222222222,6,10,1,8,4,90,5,18.0,"Describing the input grid: The input contains a single solid-colored vertical block in the first column, with all other cells black.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Keep the original first column unchanged. Place a red 2 in the rightmost cell of the top row, then continue placing 2s one step down-left on each subsequent row, forming a descending diagonal. The bottom row is then filled entirely with yellow 4s."
1,3_hint_hypo_program,Hint + Hypothesis + Program,3de23699,Medium,1,0,0.0,False,21,25.609756097560975,0,3,2,12,4,82,3,27.333333333333332,"Describing the input grid: The input contains a frame-like arrangement of a single color around a sparse pattern, where the relevant information is the internal pattern’s occupied extent.
Describing the size of the output grid: The output grid is the minimal rectangle that contains all non-background cells of the interior pattern.
Describing how to transform the grid: Remove all rows and columns that contain only background cells outside the interior pattern, keeping only the tight crop of the non-background interior cells."
1,3_hint_hypo_program,Hint + Hypothesis + Program,444801d8,Easy,1,0,0.0,False,27,27.55102040816326,3,4,2,12,6,98,4,24.5,"Describing the input grid: The input contains a 4x4 framed region with a marker inside it, and sometimes a second framed region below it.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: First, identify the framed region whose interior contains a nonzero marker. Then replace the entire top edge of that frame with the marker’s color and flood-fill the interior of the frame with that same color, while leaving the frame border and any other separate framed regions unchanged."
