experiment_order,experiment_folder,experiment_name,task_id,difficulty,test_examples,correct_test_examples,example_accuracy,task_correct
3,3_hint_hypo_program,Hint + Hypothesis + Program,e98196ab,Easy,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,ec883f72,Easy,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,f25ffba3,Easy,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,f5b8619d,Easy,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,f76d97a5,Easy,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,f8b3ba0a,Easy,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,0dfd9992,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,22168020,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,239be575,Medium,2,1,0.5,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,25d8a9c8,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,2c608aff,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,3bd67248,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,3de23699,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,46f33fce,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,4938f0c2,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,4be741c5,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,5daaa586,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,6773b310,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,72322fa7,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,7468f01a,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,7fe24cdd,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,97a05b5b,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,b0c4d837,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,b527c5c6,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,bc1d5164,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,d22278a0,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,e21d9049,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,ed36ccf7,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,f15e1fac,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,f25fbde4,Medium,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,fcc82909,Medium,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,3428a4f5,Hard,2,2,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,50846271,Hard,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,63613498,Hard,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,73251a56,Hard,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,80af3007,Hard,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,99b1bc43,Hard,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,b190f7f5,Hard,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,fafffa47,Hard,1,1,1.0,True
3,3_hint_hypo_program,Hint + Hypothesis + Program,ff805c23,Hard,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,1f0c79e5,Expert,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,5c2c9af4,Expert,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,8f2ea7aa,Expert,1,0,0.0,False
3,3_hint_hypo_program,Hint + Hypothesis + Program,e3497940,Expert,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,025d127b,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,0a938d79,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,0b148d64,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,0d3d703e,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,150deff5,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,178fcbfb,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,1c786137,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,1f85a75f,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,1f876c06,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,22eb0ac0,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,253bf280,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,25ff71a9,Easy,2,2,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,28e73c20,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,39e1d7f9,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,3ac3eb23,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,444801d8,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,44d8ac46,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,48d8fb45,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,496994bd,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,4c5c2cf0,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,50cb2852,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,54d82841,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,5c0a986e,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,60b61512,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,623ea044,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,67a423a3,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,6cf79266,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,6e02f1e3,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,776ffc46,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,780d0b14,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,794b24be,Easy,2,2,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,7b6016b9,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,7ddcd7ec,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,88a10436,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,8eb1be9a,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,95990924,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,99fa7670,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,a740d043,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,b6afb2da,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,b782dc8a,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,b8cdaf2b,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,c0f76784,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,c1d99e64,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,c8f0f002,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,c909285e,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,c9f8e694,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,ce22a75a,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,d037b0a7,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,d07ae81c,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,d43fd935,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,d8c310e9,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,dae9d2b5,Easy,2,2,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,ddf7fa4f,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,e6721834,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,e73095fd,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,e8593010,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,e98196ab,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,ec883f72,Easy,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,f25ffba3,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,f5b8619d,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,f76d97a5,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,f8b3ba0a,Easy,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,0dfd9992,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,22168020,Medium,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,239be575,Medium,2,2,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,25d8a9c8,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,2c608aff,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,3bd67248,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,3de23699,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,46f33fce,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,4938f0c2,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,4be741c5,Medium,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,5daaa586,Medium,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,6773b310,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,72322fa7,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,7468f01a,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,7fe24cdd,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,97a05b5b,Medium,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,b0c4d837,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,b527c5c6,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,bc1d5164,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,d22278a0,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,e21d9049,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,ed36ccf7,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,f15e1fac,Medium,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,f25fbde4,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,fcc82909,Medium,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,3428a4f5,Hard,2,2,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,50846271,Hard,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,63613498,Hard,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,73251a56,Hard,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,80af3007,Hard,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,99b1bc43,Hard,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,b190f7f5,Hard,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,fafffa47,Hard,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,ff805c23,Hard,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,1f0c79e5,Expert,1,0,0.0,False
4,4_good_hypo_program,High Quality Hypothesis + Program,5c2c9af4,Expert,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,8f2ea7aa,Expert,1,1,1.0,True
4,4_good_hypo_program,High Quality Hypothesis + Program,e3497940,Expert,1,1,1.0,True
