task_id,difficulty,hint,status,candidate_index,is_best,program,train_pass_all,train_correct_count,train_total_examples,train_accuracy,train_error,test_pass_all,test_correct_count,test_total_examples,test_accuracy,test_error,num_programs_requested,num_programs_parsed,fallback_used,error
2c608aff,Medium,Notice where the rows and columns of the large and small blocks intersect.,ok,2,False,"# candidate 2
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = grid.copy()
    h, w = g.shape
    vals = [v for v in np.unique(g) if v not in (0, 1)]
    for v in vals:
        pts = np.argwhere(g == v)
        if pts.size == 0:
            continue
        rows = pts[:, 0]
        cols = pts[:, 1]
        if len(pts) == 1:
            r, c = pts[0]
            # extend from singleton toward the largest empty run in its row/col
            down = 0
            rr = r + 1
            while rr < h and g[rr, c] == 1:
                down += 1
                rr += 1
            up = 0
            rr = r - 1
            while rr >= 0 and g[rr, c] == 1:
                up += 1
                rr -= 1
            right = 0
            cc = c + 1
            while cc < w and g[r, cc] == 1:
                right += 1
                cc += 1
            left = 0
            cc = c - 1
            while cc >= 0 and g[r, cc] == 1:
                left += 1
                cc -= 1
            if max(down, up) >= max(left, right):
                if down >= up:
                    for rr in range(r + 1, min(h, r + 1 + down)):
                        g[rr, c] = v
                else:
                    for rr in range(r - up, r):
                        g[rr, c] = v
            else:
                if right >= left:
                    for cc in range(c + 1, min(w, c + 1 + right)):
                        g[r, cc] = v
                else:
                    for cc in range(c - left, c):
                        g[r, cc] = v
        else:
            # connect all cells of the same color by filling their bounding box edges
            r0, c0 = rows.min(), cols.min()
            r1, c1 = rows.max(), cols.max()
            g[r0:r1 + 1, c0:c1 + 1][g[r0:r1 + 1, c0:c1 + 1] == 1] = v
    return g",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
2c608aff,Medium,Notice where the rows and columns of the large and small blocks intersect.,ok,3,True,"# candidate 3
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = input_grid.copy()
    h, w = g.shape
    # find non-background colors excluding the dominant background-like color
    uniq, counts = np.unique(g, return_counts=True)
    bg = uniq[np.argmax(counts)]
    for color in uniq:
        if color == bg:
            continue
        pts = np.argwhere(g == color)
        if len(pts) == 1:
            r, c = pts[0]
            # grow a line from the singleton until hitting another non-bg cell or edge
            # prefer the direction with the longest empty stretch
            stretches = []
            for dr, dc in [(1,0), (-1,0), (0,1), (0,-1)]:
                rr, cc = r + dr, c + dc
                n = 0
                while 0 <= rr < h and 0 <= cc < w and g[rr, cc] == bg:
                    n += 1
                    rr += dr
                    cc += dc
                stretches.append((n, dr, dc))
            n, dr, dc = max(stretches)
            rr, cc = r + dr, c + dc
            for _ in range(n):
                if 0 <= rr < h and 0 <= cc < w and g[rr, cc] == bg:
                    g[rr, cc] = color
                rr += dr
                cc += dc
    return g",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
2c608aff,Medium,Notice where the rows and columns of the large and small blocks intersect.,ok,4,False,"# candidate 4
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = grid.copy()
    h, w = g.shape
    # Treat 1 as background if present, otherwise use the most common value.
    bg = 1 if np.any(g == 1) else np.bincount(g.ravel()).argmax()
    colors = [c for c in np.unique(g) if c != bg]
    for c in colors:
        pts = np.argwhere(g == c)
        if len(pts) == 1:
            r, col = pts[0]
            # extend vertically if the cell is isolated in its row/col
            up = r - 1
            while up >= 0 and g[up, col] == bg:
                up -= 1
            down = r + 1
            while down < h and g[down, col] == bg:
                down += 1
            if (r - up) >= (down - r):
                for rr in range(up + 1, r):
                    g[rr, col] = c
            else:
                for rr in range(r + 1, down):
                    g[rr, col] = c
        else:
            # if multiple cells, fill between min/max along the dominant axis
            rows = pts[:, 0]
            cols = pts[:, 1]
            if rows.ptp() >= cols.ptp():
                cmin, cmax = cols.min(), cols.max()
                for r in np.unique(rows):
                    g[r, cmin:cmax + 1][g[r, cmin:cmax + 1] == bg] = c
            else:
                rmin, rmax = rows.min(), rows.max()
                for col in np.unique(cols):
                    g[rmin:rmax + 1, col][g[rmin:rmax + 1, col] == bg] = c
    return g",False,0,4,0.0,"AttributeError: `ptp` was removed from the ndarray class in NumPy 2.0. Use np.ptp(arr, ...) instead.",False,0,1,0.0,"AttributeError: `ptp` was removed from the ndarray class in NumPy 2.0. Use np.ptp(arr, ...) instead.",6,6,False,
2c608aff,Medium,Notice where the rows and columns of the large and small blocks intersect.,ok,5,False,"# candidate 5
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = grid.copy()
    h, w = g.shape
    # For each non-background singleton, draw a straight segment to the nearest same-row/col boundary.
    bg = 1 if np.any(g == 1) else np.bincount(g.ravel()).argmax()
    for color in np.unique(g):
        if color == bg:
            continue
        pts = np.argwhere(g == color)
        if len(pts) != 1:
            continue
        r, c = pts[0]
        # choose direction based on nearest edge with longest empty run
        runs = {
            'up': 0, 'down': 0, 'left': 0, 'right': 0
        }
        rr = r - 1
        while rr >= 0 and g[rr, c] == bg:
            runs['up'] += 1
            rr -= 1
        rr = r + 1
        while rr < h and g[rr, c] == bg:
            runs['down'] += 1
            rr += 1
        cc = c - 1
        while cc >= 0 and g[r, cc] == bg:
            runs['left'] += 1
            cc -= 1
        cc = c + 1
        while cc < w and g[r, cc] == bg:
            runs['right'] += 1
            cc += 1
        direction = max(runs, key=runs.get)
        if direction == 'up':
            for rr in range(r - 1, r - runs['up'] - 1, -1):
                g[rr, c] = color
        elif direction == 'down':
            for rr in range(r + 1, r + runs['down'] + 1):
                g[rr, c] = color
        elif direction == 'left':
            for cc in range(c - 1, c - runs['left'] - 1, -1):
                g[r, cc] = color
        else:
            for cc in range(c + 1, c + runs['right'] + 1):
                g[r, cc] = color
    return g",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
2c608aff,Medium,Notice where the rows and columns of the large and small blocks intersect.,ok,6,False,"# candidate 6
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = input_grid.copy()
    h, w = g.shape
    # Identify all colors other than the most frequent one.
    vals, counts = np.unique(g, return_counts=True)
    bg = vals[np.argmax(counts)]
    for color in vals:
        if color == bg:
            continue
        pts = np.argwhere(g == color)
        if pts.shape[0] == 1:
            r, c = pts[0]
            # extend the singleton in the direction of the nearest same-color ""target"" if any,
            # otherwise extend toward the largest empty region.
            best = None
            for dr, dc in [(1,0), (-1,0), (0,1), (0,-1)]:
                rr, cc = r + dr, c + dc
                n = 0
                while 0 <= rr < h and 0 <= cc < w and g[rr, cc] == bg:
                    n += 1
                    rr += dr
                    cc += dc
                cand = (n, dr, dc)
                if best is None or cand[0] > best[0]:
                    best = cand
            n, dr, dc = best
            rr, cc = r + dr, c + dc
            for _ in range(n):
                if 0 <= rr < h and 0 <= cc < w and g[rr, cc] == bg:
                    g[rr, cc] = color
                rr += dr
                cc += dc
    return g",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
3428a4f5,Hard,Overlay the shapes and notice which parts cancel each other out.,ok,1,False,"# candidate 1
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    if 4 in g:
        r = np.where(g == 4)[0][0]
        top = g[:r]
        bottom = g[r + 1:]
        return np.where(top == 2, 3, 0).astype(int)
    return np.where(g == 2, 3, 0).astype(int)",False,0,4,0.0,,False,0,2,0.0,,6,6,False,
3428a4f5,Hard,Overlay the shapes and notice which parts cancel each other out.,ok,2,False,"# candidate 2
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    if 4 in g:
        r = np.where(g == 4)[0][0]
        part = g[:r]
    else:
        part = g
    out = np.zeros_like(part, dtype=int)
    out[part == 0] = 3
    return out",False,0,4,0.0,,False,0,2,0.0,,6,6,False,
3428a4f5,Hard,Overlay the shapes and notice which parts cancel each other out.,ok,3,True,"# candidate 3
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    if 4 in g:
        r = np.where(g == 4)[0][0]
        part = g[:r]
    else:
        part = g
    return np.where(part == 0, 3, 0).astype(int)",False,0,4,0.0,,False,0,2,0.0,,6,6,False,
3428a4f5,Hard,Overlay the shapes and notice which parts cancel each other out.,ok,4,False,"# candidate 4
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    if 4 in g:
        r = np.where(g == 4)[0][0]
        part = g[:r]
    else:
        part = g
    out = np.zeros_like(part, dtype=int)
    out[part == 2] = 3
    return out",False,0,4,0.0,,False,0,2,0.0,,6,6,False,
3428a4f5,Hard,Overlay the shapes and notice which parts cancel each other out.,ok,5,False,"# candidate 5
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    if 4 in g:
        r = np.where(g == 4)[0][0]
        part = g[:r]
    else:
        part = g
    out = np.zeros_like(part, dtype=int)
    out[part != 2] = 3
    return out",False,0,4,0.0,,False,0,2,0.0,,6,6,False,
3428a4f5,Hard,Overlay the shapes and notice which parts cancel each other out.,ok,6,False,"# candidate 6
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    if 4 in g:
        r = np.where(g == 4)[0][0]
        part = g[:r]
    else:
        part = g
    out = np.zeros_like(part, dtype=int)
    out[(part == 0) | (part == 4)] = 3
    return out",False,0,4,0.0,,False,0,2,0.0,,6,6,False,
39e1d7f9,Easy,"Think of it as a blooming flower, and follow the pattern of the most complete one.",ok,1,True,"# candidate 1
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = input_grid.copy()
    h, w = g.shape
    colors = [c for c in np.unique(g) if c != 0]
    for c in colors:
        rows = np.where(np.any(g == c, axis=1))[0]
        cols = np.where(np.any(g == c, axis=0))[0]
        if len(rows) == 0 or len(cols) == 0:
            continue
        r0, r1 = rows.min(), rows.max()
        c0, c1 = cols.min(), cols.max()
        rh, cw = r1 - r0 + 1, c1 - c0 + 1
        if rh == 3 and cw == 3:
            continue
        if rh == 4 and cw == 4:
            continue
        # fill the entire connected block of same-sized cells with the dominant nonzero color
        # by copying the color into every 3x3 or 4x4 region aligned to separators
        for r in range(r0, r1 + 1):
            for col in range(c0, c1 + 1):
                if g[r, col] == 0:
                    g[r, col] = c
    return g",False,0,3,0.0,,False,0,1,0.0,,6,6,False,
39e1d7f9,Easy,"Think of it as a blooming flower, and follow the pattern of the most complete one.",ok,2,False,"# candidate 2
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = grid.copy()
    h, w = g.shape
    # detect separator color as the most frequent nonzero color
    vals, counts = np.unique(g[g != 0], return_counts=True)
    sep = vals[np.argmax(counts)] if len(vals) else 0
    # find block boundaries
    row_seps = np.where(np.all(g == sep, axis=1))[0]
    col_seps = np.where(np.all(g == sep, axis=0))[0]
    row_bounds = [-1] + row_seps.tolist() + [h]
    col_bounds = [-1] + col_seps.tolist() + [w]
    for i in range(len(row_bounds) - 1):
        r0, r1 = row_bounds[i] + 1, row_bounds[i + 1]
        if r0 >= r1:
            continue
        for j in range(len(col_bounds) - 1):
            c0, c1 = col_bounds[j] + 1, col_bounds[j + 1]
            if c0 >= c1:
                continue
            sub = g[r0:r1, c0:c1]
            nz = sub[sub != 0]
            if len(nz) == 0:
                continue
            color = np.bincount(nz).argmax()
            g[r0:r1, c0:c1] = color
    return g",False,0,3,0.0,,False,0,1,0.0,,6,6,False,
39e1d7f9,Easy,"Think of it as a blooming flower, and follow the pattern of the most complete one.",ok,3,False,"# candidate 3
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = input_grid.copy()
    h, w = g.shape
    # infer grid lines from rows/cols that are constant and nonzero
    row_lines = [i for i in range(h) if len(np.unique(g[i])) == 1 and g[i, 0] != 0]
    col_lines = [j for j in range(w) if len(np.unique(g[:, j])) == 1 and g[0, j] != 0]
    row_lines = [-1] + row_lines + [h]
    col_lines = [-1] + col_lines + [w]
    for r in range(len(row_lines) - 1):
        rs, re = row_lines[r] + 1, row_lines[r + 1]
        if rs >= re:
            continue
        for c in range(len(col_lines) - 1):
            cs, ce = col_lines[c] + 1, col_lines[c + 1]
            if cs >= ce:
                continue
            block = g[rs:re, cs:ce]
            nz = block[block != 0]
            if nz.size == 0:
                continue
            # propagate the most common color in the block to all cells of the block
            color = np.bincount(nz).argmax()
            g[rs:re, cs:ce] = color
    return g",False,0,3,0.0,,False,0,1,0.0,,6,6,False,
39e1d7f9,Easy,"Think of it as a blooming flower, and follow the pattern of the most complete one.",ok,4,False,"# candidate 4
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = grid.copy()
    h, w = g.shape
    # identify separator color by longest full row/col repetition
    row_candidates = [g[i, 0] for i in range(h) if np.all(g[i] == g[i, 0])]
    col_candidates = [g[0, j] for j in range(w) if np.all(g[:, j] == g[0, j])]
    sep = 0
    if row_candidates:
        sep = max(set(row_candidates), key=row_candidates.count)
    elif col_candidates:
        sep = max(set(col_candidates), key=col_candidates.count)
    # fill each cell region with its nonzero color if present
    rows = [i for i in range(h) if np.all(g[i] == sep)]
    cols = [j for j in range(w) if np.all(g[:, j] == sep)]
    rb = [-1] + rows + [h]
    cb = [-1] + cols + [w]
    for i in range(len(rb) - 1):
        for j in range(len(cb) - 1):
            r0, r1 = rb[i] + 1, rb[i + 1]
            c0, c1 = cb[j] + 1, cb[j + 1]
            if r0 >= r1 or c0 >= c1:
                continue
            sub = g[r0:r1, c0:c1]
            nz = sub[sub != 0]
            if nz.size:
                g[r0:r1, c0:c1] = nz[0]
    return g",False,0,3,0.0,,False,0,1,0.0,,6,6,False,
39e1d7f9,Easy,"Think of it as a blooming flower, and follow the pattern of the most complete one.",ok,5,False,"# candidate 5
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = grid.copy()
    h, w = g.shape
    # treat any fully filled row/col as separators
    sep_rows = [i for i in range(h) if np.all(g[i] == g[i, 0])]
    sep_cols = [j for j in range(w) if np.all(g[:, j] == g[0, j])]
    # choose the most frequent separator color among those rows/cols
    sep = 0
    if sep_rows:
        colors = [g[i, 0] for i in sep_rows]
        sep = max(set(colors), key=colors.count)
    elif sep_cols:
        colors = [g[0, j] for j in sep_cols]
        sep = max(set(colors), key=colors.count)
    # fill empty cells inside each partition with the partition's nonzero color
    rcuts = [-1] + sep_rows + [h]
    ccuts = [-1] + sep_cols + [w]
    for a in range(len(rcuts) - 1):
        for b in range(len(ccuts) - 1):
            r0, r1 = rcuts[a] + 1, rcuts[a + 1]
            c0, c1 = ccuts[b] + 1, ccuts[b + 1]
            if r0 >= r1 or c0 >= c1:
                continue
            sub = g[r0:r1, c0:c1]
            vals = sub[sub != 0]
            if vals.size:
                color = vals[0]
                g[r0:r1, c0:c1] = color
    return g",False,0,3,0.0,,False,0,1,0.0,,6,6,False,
39e1d7f9,Easy,"Think of it as a blooming flower, and follow the pattern of the most complete one.",ok,6,False,"# candidate 6
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = input_grid.copy()
    h, w = g.shape
    # infer a tiled layout from constant separator rows/cols
    sep_rows = [i for i in range(h) if len(set(g[i].tolist())) == 1 and g[i, 0] != 0]
    sep_cols = [j for j in range(w) if len(set(g[:, j].tolist())) == 1 and g[0, j] != 0]
    row_edges = [-1] + sep_rows + [h]
    col_edges = [-1] + sep_cols + [w]
    for i in range(len(row_edges) - 1):
        r0, r1 = row_edges[i] + 1, row_edges[i + 1]
        if r0 >= r1:
            continue
        for j in range(len(col_edges) - 1):
            c0, c1 = col_edges[j] + 1, col_edges[j + 1]
            if c0 >= c1:
                continue
            block = g[r0:r1, c0:c1]
            nz = block[block != 0]
            if nz.size == 0:
                continue
            # use the most frequent nonzero color in the block
            color = np.bincount(nz).argmax()
            g[r0:r1, c0:c1] = color
    return g",False,0,3,0.0,,False,0,1,0.0,,6,6,False,
3ac3eb23,Easy,Notice the downward pattern.,ok,1,False,"# candidate 1
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    out = np.zeros_like(g)
    for r in range(h):
        for c in range(w):
            if g[r, c] != 0:
                for dr in (-1, 0, 1):
                    for dc in (-1, 0, 1):
                        rr, cc = r + dr, c + dc
                        if 0 <= rr < h and 0 <= cc < w:
                            if (dr == 0 and dc == 0) or (dr != 0 and dc != 0):
                                out[rr, cc] = g[r, c]
    return out",False,0,2,0.0,,False,0,1,0.0,,6,6,False,
3ac3eb23,Easy,Notice the downward pattern.,ok,2,False,"# candidate 2
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    out = np.zeros_like(g)
    for r in range(h):
        for c in range(w):
            if g[r, c] != 0:
                for rr in range(r - 1, r + 2):
                    for cc in range(c - 1, c + 2):
                        if 0 <= rr < h and 0 <= cc < w:
                            if abs(rr - r) == abs(cc - c):
                                out[rr, cc] = g[r, c]
    return out",False,0,2,0.0,,False,0,1,0.0,,6,6,False,
3ac3eb23,Easy,Notice the downward pattern.,ok,3,False,"# candidate 3
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    out = np.zeros_like(g)
    for r in range(h):
        for c in range(w):
            if g[r, c] != 0:
                for rr in range(h):
                    for cc in range(w):
                        if (rr + cc) % 2 == (r + c) % 2:
                            if max(abs(rr - r), abs(cc - c)) <= 1:
                                out[rr, cc] = g[r, c]
    return out",False,0,2,0.0,,False,0,1,0.0,,6,6,False,
3ac3eb23,Easy,Notice the downward pattern.,ok,4,False,"# candidate 4
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    out = np.zeros_like(g)
    for r in range(h):
        for c in range(w):
            if g[r, c] != 0:
                out[r, c] = g[r, c]
                if r - 1 >= 0 and c - 1 >= 0:
                    out[r - 1, c - 1] = g[r, c]
                if r - 1 >= 0 and c + 1 < w:
                    out[r - 1, c + 1] = g[r, c]
                if r + 1 < h and c - 1 >= 0:
                    out[r + 1, c - 1] = g[r, c]
                if r + 1 < h and c + 1 < w:
                    out[r + 1, c + 1] = g[r, c]
    return out",False,0,2,0.0,,False,0,1,0.0,,6,6,False,
3ac3eb23,Easy,Notice the downward pattern.,ok,5,False,"# candidate 5
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    out = np.zeros_like(g)
    for r in range(h):
        for c in range(w):
            if g[r, c] != 0:
                for dr in (-1, 0, 1):
                    for dc in (-1, 0, 1):
                        rr, cc = r + dr, c + dc
                        if 0 <= rr < h and 0 <= cc < w:
                            if dr == 0 or dc == 0:
                                out[rr, cc] = g[r, c]
    return out",False,0,2,0.0,,False,0,1,0.0,,6,6,False,
3ac3eb23,Easy,Notice the downward pattern.,ok,6,True,"# candidate 6
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    out = np.zeros_like(g)
    for r in range(h):
        for c in range(w):
            if g[r, c] != 0:
                for rr in range(h):
                    for cc in range(w):
                        if (rr - r) ** 2 + (cc - c) ** 2 <= 2:
                            out[rr, cc] = g[r, c]
    return out",False,0,2,0.0,,False,0,1,0.0,,6,6,False,
3bd67248,Medium,"Notice where the red and yellow blocks start, and which directions they extend in.",ok,1,True,"# candidate 1
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    c = g[0, 0]
    for i in range(min(h, w)):
        g[i, w - 1 - i] = 2
    g[h - 1, :] = 4
    g[:, 0] = c
    return g",True,3,3,1.0,,True,1,1,1.0,,6,6,False,
3bd67248,Medium,"Notice where the red and yellow blocks start, and which directions they extend in.",ok,2,False,"# candidate 2
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    c = g[0, 0]
    for i in range(h):
        j = w - 1 - i
        if 0 <= j < w:
            g[i, j] = 2
    g[h - 1, :] = 4
    g[:, 0] = c
    return g",True,3,3,1.0,,True,1,1,1.0,,6,6,False,
3bd67248,Medium,"Notice where the red and yellow blocks start, and which directions they extend in.",ok,3,False,"# candidate 3
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    c = g[0, 0]
    for i in range(h):
        j = w - 1 - i
        if j >= 0:
            g[i, j] = 2
    if h > 0:
        g[h - 1, :] = 4
    if w > 0:
        g[:, 0] = c
    return g",True,3,3,1.0,,True,1,1,1.0,,6,6,False,
3bd67248,Medium,"Notice where the red and yellow blocks start, and which directions they extend in.",ok,4,False,"# candidate 4
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    c = g[0, 0]
    for i in range(h):
        j = w - 1 - i
        if 0 <= j < w:
            g[i, j] = 2
    if h > 0:
        g[-1, :] = 4
    if w > 0:
        g[:, 0] = c
    return g",True,3,3,1.0,,True,1,1,1.0,,6,6,False,
3bd67248,Medium,"Notice where the red and yellow blocks start, and which directions they extend in.",ok,5,False,"# candidate 5
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    c = g[0, 0]
    n = min(h, w)
    for k in range(n):
        g[k, w - 1 - k] = 2
    g[h - 1, :] = 4
    g[:, 0] = c
    return g",True,3,3,1.0,,True,1,1,1.0,,6,6,False,
3bd67248,Medium,"Notice where the red and yellow blocks start, and which directions they extend in.",ok,6,False,"# candidate 6
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid, copy=True)
    h, w = g.shape
    c = g[0, 0]
    for r in range(h):
        col = w - 1 - r
        if col >= 0:
            g[r, col] = 2
    g[-1] = 4
    g[:, 0] = c
    return g",True,3,3,1.0,,True,1,1,1.0,,6,6,False,
3de23699,Medium,Extract the rectangular frame,ok,1,False,"# candidate 1
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    nz = np.argwhere(g != 0)
    if nz.size == 0:
        return g.copy()
    r0, c0 = nz.min(axis=0)
    r1, c1 = nz.max(axis=0)
    sub = g[r0:r1+1, c0:c1+1]
    vals = sub[sub != 0]
    if vals.size == 0:
        return sub.copy()
    color = int(vals[0])
    rows = np.where(np.any(sub != 0, axis=1))[0]
    cols = np.where(np.any(sub != 0, axis=0))[0]
    sub2 = sub[np.ix_(rows, cols)]
    out = (sub2 != 0).astype(int) * color
    return out",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
3de23699,Medium,Extract the rectangular frame,ok,2,True,"# candidate 2
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = np.array(grid)
    nz = np.argwhere(g > 0)
    if len(nz) == 0:
        return g.copy()
    rmin, cmin = nz.min(axis=0)
    rmax, cmax = nz.max(axis=0)
    sub = g[rmin:rmax+1, cmin:cmax+1]
    color = int(np.bincount(sub[sub > 0].ravel()).argmax())
    rows = np.where(sub.max(axis=1) > 0)[0]
    cols = np.where(sub.max(axis=0) > 0)[0]
    sub = sub[np.ix_(rows, cols)]
    return np.where(sub > 0, color, 0)",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
3de23699,Medium,Extract the rectangular frame,ok,3,False,"# candidate 3
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    colors = np.unique(g[g != 0])
    if colors.size == 0:
        return g.copy()
    color = int(colors[0])
    nz = np.argwhere(g != 0)
    r0, c0 = nz.min(axis=0)
    r1, c1 = nz.max(axis=0)
    sub = g[r0:r1+1, c0:c1+1]
    mask = sub != 0
    rr = np.where(mask.any(axis=1))[0]
    cc = np.where(mask.any(axis=0))[0]
    sub = mask[np.ix_(rr, cc)].astype(int) * color
    return sub",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
3de23699,Medium,Extract the rectangular frame,ok,4,False,"# candidate 4
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = np.array(grid)
    nz = np.argwhere(g > 0)
    if nz.size == 0:
        return g.copy()
    r0, c0 = nz.min(axis=0)
    r1, c1 = nz.max(axis=0)
    sub = g[r0:r1+1, c0:c1+1]
    # choose the most frequent nonzero color
    vals = sub[sub > 0].ravel()
    color = int(np.unique(vals)[np.argmax([(vals == v).sum() for v in np.unique(vals)])])
    # crop empty border rows/cols
    keep_r = np.any(sub > 0, axis=1)
    keep_c = np.any(sub > 0, axis=0)
    sub = sub[keep_r][:, keep_c]
    return (sub > 0).astype(int) * color",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
3de23699,Medium,Extract the rectangular frame,ok,5,False,"# candidate 5
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = np.array(input_grid)
    nz = np.argwhere(g != 0)
    if nz.shape[0] == 0:
        return g.copy()
    rmin, cmin = nz.min(axis=0)
    rmax, cmax = nz.max(axis=0)
    sub = g[rmin:rmax+1, cmin:cmax+1]
    # infer color from first nonzero cell
    color = int(sub[sub != 0][0])
    # remove all-zero rows/cols
    row_mask = np.any(sub != 0, axis=1)
    col_mask = np.any(sub != 0, axis=0)
    sub = sub[row_mask][:, col_mask]
    return np.where(sub != 0, color, 0)",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
3de23699,Medium,Extract the rectangular frame,ok,6,False,"# candidate 6
import numpy as np

def transform_grid(grid: np.ndarray) -> np.ndarray:
    g = np.array(grid)
    pts = np.argwhere(g > 0)
    if pts.size == 0:
        return g.copy()
    r0, c0 = pts.min(axis=0)
    r1, c1 = pts.max(axis=0)
    sub = g[r0:r1+1, c0:c1+1]
    nonzero = sub[sub > 0]
    if nonzero.size == 0:
        return sub.copy()
    color = int(nonzero[-1])
    rows = np.flatnonzero(np.any(sub > 0, axis=1))
    cols = np.flatnonzero(np.any(sub > 0, axis=0))
    sub = sub[np.ix_(rows, cols)]
    out = np.zeros_like(sub)
    out[sub > 0] = color
    return out",False,0,4,0.0,,False,0,1,0.0,,6,6,False,
444801d8,Easy,"Think of it as filling something up, then covering it with a lid.",ok,1,False,"# candidate 1
import numpy as np

def transform_grid(input_grid: np.ndarray) -> np.ndarray:
    g = input_grid.copy()
    out = g.copy()
    colors = [c for c in np.unique(g) if c not in (0, 1)]
    for c in colors:
        pos = np.argwhere(g == c)
        if pos.size == 0:
            continue
        r, col = pos[0]
        # fill the 3x3 interior of the nearest 1-border rectangle containing c
        rows = np.where(np.any(g == 1, axis=1))[0]
        cols = np.where(np.any(g == 1, axis=0))[0]
        if len(rows) == 0 or len(cols) == 0:
            continue
        r0, r1 = rows[0], rows[-1]
        c0, c1 = cols[0], cols[-1]
        if r0 <= r <= r1 and c0 <= col <= c1:
            out[r0:r1+1, c0:c1+1] = np.where(g[r0:r1+1, c0:c1+1] == 1, 1, c)
        else:
            # try to find a 5x5 frame with a single interior marker
            rr = np.where(np.any(g == 1, axis=1))[0]
            cc = np.where(np.any(g == 1, axis=0))[0]
            if len(rr) >= 2 and len(cc) >= 2:
                r0, r1 = rr[0], rr[-1]
                c0, c1 = cc[0], cc[-1]
                if r1 - r0 >= 2 and c1 - c0 >= 2:
                    out[r0:r1+1, c0:c1+1] = np.where(g[r0:r1+1, c0:c1+1] == 1, 1, c)
    return out",False,0,3,0.0,,False,0,1,0.0,,6,6,False,
